This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"145PG","Tassajara Ro",-121.5750,36.3672,852,"MESOWEST","295037"
"269PG","Little Bald",-120.5089,39.1439,2178,"MESOWEST","295038"
"PG661","Centerville",-121.6412,39.8226,431,"MESOWEST","295039"
"159PG","East Hill Ro",-123.3029,39.3950,444,"MESOWEST","295040"
"PG817","Navajo Flats",-120.2874,35.3791,621,"MESOWEST","295041"
"PG178","Tiger Pensto",-120.4779,38.4533,1085,"MESOWEST","295042"
"383PG","Sabertooth R",-123.7763,40.8826,840,"MESOWEST","295043"
"PG554","King Ridge R",-123.2046,38.6019,520,"MESOWEST","295045"
"PG244","Ida Clayton",-122.6668,38.6704,686,"MESOWEST","295047"
"167PG","High Valley",-122.6909,39.0691,565,"MESOWEST","295048"
"088PG","Le Vin",-123.1189,38.8926,504,"MESOWEST","295049"
"PG161","Airola Road",-120.4684,38.0390,529,"MESOWEST","295050"
"PG250","Highway 36 -",-123.5238,40.4604,847,"MESOWEST","295051"
"PG514","Santa Rosa I",-122.7611,38.4991,44,"MESOWEST","295053"
"PG761","Montgomery -",-121.9323,40.8413,670,"MESOWEST","295054"
"PG648","Arco-Cholame",-120.1018,35.7098,379,"MESOWEST","295055"
"PG361","El Toro Road",-121.2924,37.0391,121,"MESOWEST","295056"
"PG191","El Monte Roa",-120.7596,35.5033,582,"MESOWEST","295057"
"444PG","O'Neil Canyo",-118.8825,34.8594,1039,"MESOWEST","295059"
"PG401","Old Stockton",-120.9618,38.3438,84,"MESOWEST","295060"
"PG340","Signal Hill",-120.6140,37.9136,293,"MESOWEST","295061"
"PG550","San Geronimo",-122.6560,37.9987,403,"MESOWEST","295062"
"PG205","Misty Canyon",-120.6085,35.5010,430,"MESOWEST","295064"
"PG907","Las Yeguas",-119.9570,35.4409,1019,"MESOWEST","295065"
"PG943","Bootleg Rese",-121.3081,40.7690,1693,"MESOWEST","295066"
"PG561","Loma Rica Ro",-121.3632,39.3307,239,"MESOWEST","295067"
"348PG","Laytonville",-123.5260,39.6969,522,"MESOWEST","295069"
"PG114","Oak Street",-122.7000,38.8208,969,"MESOWEST","295070"
"482PG","Lakeview Roa",-121.0241,35.7588,307,"MESOWEST","295071"
"PG498","La Gloria Ro",-121.2903,36.5488,770,"MESOWEST","295073"
"PG463","Red Eye Road",-121.5078,39.6886,395,"MESOWEST","295075"
"PG790","Wards Ferry",-120.3203,37.9317,585,"MESOWEST","295076"
"PG347","Paradise Hig",-121.6129,39.7354,445,"MESOWEST","295077"
"PG987","Shamrock Lan",-123.4646,39.6338,516,"MESOWEST","295078"
"195PG","Davis Ranch",-122.4863,40.3477,190,"MESOWEST","295079"
"PG571","Oak Grove Ro",-119.8705,37.3644,529,"MESOWEST","295080"
"275PG","Lower Bucks",-121.2498,39.9025,1750,"MESOWEST","295081"
"PG549","Mill Creek V",-122.9955,38.6131,470,"MESOWEST","295082"
"PG610","KNPT Towers",-121.8449,37.1084,1134,"MESOWEST","295084"
"PG878","Spring Gap",-120.1030,38.1680,1497,"MESOWEST","295085"
"PG491","Pine Grove A",-122.3884,40.6641,225,"MESOWEST","295086"
"PG763","Wheelbarrow",-123.3365,39.4984,617,"MESOWEST","295087"
"PG873","Comanche Par",-120.9299,38.1953,107,"MESOWEST","295089"
"429PG","Arcata",-124.0947,40.8778,7,"MESOWEST","295090"
"491PG","Clarksberg R",-119.9452,35.2712,588,"MESOWEST","295091"
"137PG","Middletown S",-122.6084,38.7328,508,"MESOWEST","295092"
"535PG","Bogie Lane",-122.3060,40.5345,158,"MESOWEST","295093"
"PG696","Diablo-Black",-121.8974,37.8353,584,"MESOWEST","295094"
"PG573","Powerhouse 2",-119.4985,37.2060,792,"MESOWEST","295095"
"PG976","Spyrock Road",-123.5100,39.8441,1072,"MESOWEST","295096"
"PG717","Lopez Drive",-120.5290,35.1743,110,"MESOWEST","295097"
"PG859","Merced IDSM",-120.4088,37.2921,59,"MESOWEST","295098"
"PG037","Sky Oaks Roa",-122.6052,37.9656,210,"MESOWEST","295099"
"PG421","Lakeside Roa",-119.9776,37.5436,960,"MESOWEST","295100"
"329PG","Old Mount Ro",-122.0223,37.1304,362,"MESOWEST","295102"
"PG592","Paynes Creek",-122.1489,40.2479,188,"MESOWEST","295103"
"353PG","Whiskeytown",-122.5602,40.6354,378,"MESOWEST","295104"
"PG117","Plymouth Far",-120.8261,38.4969,380,"MESOWEST","295105"
"PG523","Jager Juncti",-123.8271,40.5588,1070,"MESOWEST","295106"
"PG104","Swansboro Ai",-120.7270,38.7973,786,"MESOWEST","295107"
"438PG","Potrero IDSM",-122.3834,37.7556,6,"MESOWEST","295108"
"PG701","Morro Road",-120.6718,35.4651,279,"MESOWEST","295109"
"PG034","Rock Ridge R",-122.6399,38.0067,139,"MESOWEST","295111"
"PG792","Marshes Flat",-120.3038,37.7895,568,"MESOWEST","295112"
"PG443","Heidi Lane",-124.0931,40.2618,714,"MESOWEST","295113"
"PG538","Beegum Road",-122.3108,40.2247,124,"MESOWEST","295114"
"PG964","Quail Canyon",-122.0556,38.4713,110,"MESOWEST","295115"
"078PG","Miramontes P",-122.4207,37.4327,44,"MESOWEST","295116"
"303PG","Pit 7",-121.9774,40.8392,704,"MESOWEST","295117"
"PG031","Fitch Ranch",-120.2829,37.9227,688,"MESOWEST","295118"
"PG795","Moss Landing",-121.6512,36.9350,471,"MESOWEST","295119"
"PG073","Deer Valley",-121.0138,38.7246,407,"MESOWEST","295120"
"139PG","Mines Tower",-121.6214,37.6061,891,"MESOWEST","295121"
"456PG","King City ID",-121.1276,36.2184,102,"MESOWEST","295122"
"319PG","Parkfield Co",-120.4378,35.8975,463,"MESOWEST","295123"
"546PG","Draper Road",-121.0491,37.3145,34,"MESOWEST","295124"
"FRGPN","Frog Lake",-122.0462,45.0928,599,"MESOWEST","295125"
"WDLPN","Woodland Loo",-123.1136,45.3569,202,"MESOWEST","295126"
"BDRPN","Bradley Road",-122.5176,45.3603,104,"MESOWEST","295127"
"SBCPN","S Beaver Cre",-122.4710,45.2067,269,"MESOWEST","295129"
"RAMPN","S Ramsby Roa",-122.4635,45.0999,415,"MESOWEST","295130"
"SHDPN","S Hardy Road",-122.4986,45.0372,376,"MESOWEST","295131"
"PWLPN","Powell Blvd",-122.4660,45.4905,87,"MESOWEST","295132"
"NPPPN","North Plains",-123.0026,45.6374,180,"MESOWEST","295133"
"HOWPN","Howlett Road",-122.3254,45.3640,229,"MESOWEST","295134"
"MTSPN","Matteson Roa",-123.1389,45.4220,71,"MESOWEST","295135"
"BATPN","SE Baty Road",-122.1629,45.3908,377,"MESOWEST","295136"
"FSMPN","SE Folsom Ro",-122.3685,45.3306,114,"MESOWEST","295137"
"RDSPN","Rhododendron",-121.8915,45.3128,578,"MESOWEST","295138"
"ESEPN","SE Estacada",-122.2784,45.2740,355,"MESOWEST","295139"
"HILPN","Hillockburn",-122.2677,45.2071,494,"MESOWEST","295140"
"ENGPN","Enger Lane",-123.2915,45.3550,279,"MESOWEST","295142"
"ZENPN","Zena Road NW",-123.1397,45.0214,62,"MESOWEST","295143"
"RCKPN","SW Rock Cree",-123.4330,45.1172,83,"MESOWEST","295144"
"SKYPN","Skyline Blvd",-122.8588,45.6074,203,"MESOWEST","295145"
"HDRPN","Harding Road",-122.4229,45.3473,147,"MESOWEST","295147"
"TRNPN","Turner Creek",-123.2695,45.3836,101,"MESOWEST","295148"
"MTOPN","Multorpor Ov",-121.7556,45.3021,1170,"MESOWEST","295149"
"MRTPN","Marmot Road",-122.2017,45.4094,367,"MESOWEST","295150"
"EACPN","East Colton",-122.3630,45.1873,348,"MESOWEST","295151"
"SSMPN","South Scotts",-122.6006,44.9763,568,"MESOWEST","295153"
"BLUPN","S Bluhm Road",-122.4875,45.2677,229,"MESOWEST","295155"
"FWRPN","Firwood Rd",-122.2335,45.3648,400,"MESOWEST","295156"
"SHRPN","S Herman Roa",-122.5527,45.1143,184,"MESOWEST","295157"
"BLFPN","Bluff Road",-122.2734,45.4122,263,"MESOWEST","295159"
"MDWPN","Meadowlake R",-123.2485,45.2911,68,"MESOWEST","295161"
"WSNPN","NW Wilson Ri",-123.0759,45.6145,57,"MESOWEST","295162"
"RCRPN","Russell Cree",-123.1709,45.3702,76,"MESOWEST","295163"
"PCLPN","Powers Creek",-122.7063,44.9744,367,"MESOWEST","295164"
"BMPPN","Bump Road",-123.0833,45.7067,286,"MESOWEST","295165"
"LTHPN","Latham Road",-123.3313,45.1173,70,"MESOWEST","295167"
"SCHPN","South Schock",-122.3995,45.2348,361,"MESOWEST","295170"
"WLSPN","Wilsonville",-122.7619,45.3077,58,"MESOWEST","295173"
"HLVPN","Helvetia (Bi",-122.9188,45.6100,148,"MESOWEST","295174"
"LAMPN","NE Lampert R",-122.3619,45.5335,171,"MESOWEST","295175"
"ESBPN","South Estaca",-122.3173,45.2520,350,"MESOWEST","295180"
"BNSPN","Burnside Roa",-122.7346,45.5193,301,"MESOWEST","295181"
"KNRPN","Knight Road",-123.1377,45.4874,88,"MESOWEST","295182"
"QRDPN","Quail Run Dr",-123.1710,45.4245,204,"MESOWEST","295183"
"OXDPN","Oxbow Drive",-122.3123,45.4831,202,"MESOWEST","295184"
"BPLPN","Beaver Plant",-123.1634,46.1716,5,"MESOWEST","295186"
"ESCPN","SW Estacada",-122.3557,45.2698,296,"MESOWEST","295187"
"NPJPN","North Plains",-122.9675,45.6035,60,"MESOWEST","295189"
"FLZPN","Foltz Road",-122.5402,45.0708,400,"MESOWEST","295190"
"NWFPN","NW Fisher Ro",-123.1912,45.6834,79,"MESOWEST","295191"
"KELPN","Kelso Road",-122.3801,45.4180,186,"MESOWEST","295192"
"PVRPN","Peak View Ro",-122.6584,45.0236,280,"MESOWEST","295193"
"THMPN","Thomson Mill",-123.3861,45.1739,86,"MESOWEST","295195"
"TNCPN","SW Tindle Cr",-123.5043,45.1056,81,"MESOWEST","295196"
"SPRPN","Springwater",-122.4533,45.3622,128,"MESOWEST","295197"
"SMVPN","Southwest Mo",-121.2567,44.5672,785,"MESOWEST","295199"
"GRUPN","SE Gruber Ro",-122.2399,45.3048,349,"MESOWEST","295200"
"WRHPN","Wilson River",-123.2454,45.6135,115,"MESOWEST","295201"
"SWBPN","SW Bobcat Co",-121.2201,44.3925,834,"MESOWEST","295202"
"LARPN","Larch Mounta",-122.2000,45.5109,420,"MESOWEST","295203"
"SSVHK","SFWMD S25",-80.4838,25.8843,3,"MESOWEST","295206"
"SSENF","SFWMD S9",-80.6772,27.1570,3,"MESOWEST","295276"
"AW533","KN6WGU SAN D",-117.1093,32.8215,119,"MESOWEST","295277"
"G4575","GW4575 HANCO",-88.5945,47.1382,302,"MESOWEST","295278"
"G4583","GW4583 WEEKI",-82.5500,28.5470,18,"MESOWEST","295281"
"G4576","GW4576 CLEBU",-97.7175,32.3223,197,"MESOWEST","295282"
"G4566","GW4566 BUTLE",-94.3410,38.2508,264,"MESOWEST","295283"
"G4558","GW4558 HALFW",-93.2505,37.6185,336,"MESOWEST","295284"
"G4565","GW4565 MT PL",-79.8250,32.8257,9,"MESOWEST","295286"
"AW559","K5KTX POINT",-95.8985,32.9568,163,"MESOWEST","295287"
"AW560","KG5TTF ELIZA",-104.6447,39.4385,2014,"MESOWEST","295289"
"G4563","GW4563 TYRON",-84.5682,33.4793,292,"MESOWEST","295290"
"G4549","GW4549 NORFO",-76.2468,36.8795,6,"MESOWEST","295291"
"SSGYT","SFWMD S7",-80.5804,27.2879,10,"MESOWEST","295382"
"SSQPU","SFWMD S14",-80.4841,26.8580,9,"MESOWEST","295383"
"SCFPN","Schafer Lane",-122.6517,44.9033,461,"MESOWEST","295589"
"LUDPN","Louden Road",-122.2476,45.5052,294,"MESOWEST","295590"
"GSHPN","Geschwill La",-122.8394,45.1201,52,"MESOWEST","295592"
"G4588","GW4588 WEST",-72.7210,42.7622,521,"MESOWEST","295651"
"G4589","GW4589 FORT",-105.0822,40.5267,1541,"MESOWEST","295652"
"G4564","GW4564 WHEAT",-90.8147,41.7918,216,"MESOWEST","295653"
"G4578","GW4578 FORT",-103.4748,44.4108,1009,"MESOWEST","295654"
"SSLKG","Waties Islan",-78.5868,33.8449,-8,"MESOWEST","295838"
"AW565","KC1TEM NEWTO",-71.0175,42.8955,45,"MESOWEST","295839"
"G4598","GW4598 MILTO",-70.9758,43.4228,129,"MESOWEST","295840"
"AW562","KF0GIS-13 NE",-95.8627,40.6878,304,"MESOWEST","295841"
"G4623","GW4623 MOUND",-93.2073,45.1090,278,"MESOWEST","295842"
"G4552","GW4552 MARS",-80.0072,40.7222,358,"MESOWEST","295844"
"G4632","GW4632 RENO",-119.8972,39.7715,1764,"MESOWEST","295895"
"SSFBI","SFWMD 23",-80.6298,26.1457,7,"MESOWEST","295946"
"772SE","SCE-3658",-119.0610,34.2552,98,"MESOWEST","295947"
"HPN03","Chanhassen",-93.5642,44.8494,290,"MESOWEST","296019"
"SSIIH","Whitepoint S",-78.7367,33.7926,-4,"MESOWEST","296188"
"773SE","SCE-3662",-118.6113,35.0227,1037,"MESOWEST","296332"
"H300A","Hanford 300",-119.2860,46.3640,119,"MESOWEST","296333"
"HPFP","Hanford 200",-119.6330,46.5450,206,"MESOWEST","296334"
"HPASC","Pasco Airpor",-119.1140,46.2570,125,"MESOWEST","296335"
"HPN20","Hopkins",-93.4114,44.9556,290,"MESOWEST","296336"
"HRMTN","Rattlesnake",-119.5930,46.3940,1085,"MESOWEST","296337"
"HFRNK","Hanford Fran",-119.2380,46.4170,267,"MESOWEST","296338"
"HPN07","MSP Airport",-93.2317,44.8952,256,"MESOWEST","296339"
"HGABW","Gable West",-119.5580,46.6120,149,"MESOWEST","296341"
"HRSPG","Rattlesnake",-119.7000,46.5060,207,"MESOWEST","296342"
"HFFTF","Hanford Fast",-119.3600,46.4300,174,"MESOWEST","296343"
"HPN37","Long Lake (H",-93.6208,44.9925,300,"MESOWEST","296345"
"H200W","Hanford 200",-119.6630,46.5430,198,"MESOWEST","296346"
"HPN27","Dayton",-93.4849,45.2042,278,"MESOWEST","296347"
"H100A","Hanford 100",-119.5510,46.6890,140,"MESOWEST","296349"
"HVERN","Vernita Brid",-119.7280,46.6410,131,"MESOWEST","296350"
"HVSTA","Kennewick Vi",-119.2010,46.2180,153,"MESOWEST","296351"
"HPN09","Plymouth",-93.4791,44.9899,298,"MESOWEST","296353"
"HPROS","Prosser Barr",-119.4120,46.3920,146,"MESOWEST","296354"
"HWPPS","Hanford Nucl",-119.3450,46.4700,137,"MESOWEST","296355"
"HPN25","Minnetonka",-93.4567,44.8978,286,"MESOWEST","296356"
"HGABL","Gable Mounta",-119.4600,46.5980,331,"MESOWEST","296357"
"HPN21","Fridley",-93.2761,45.0489,254,"MESOWEST","296359"
"HYAKB","Yakima Barri",-119.7260,46.5780,242,"MESOWEST","296360"
"HEDNA","Edna",-119.3970,46.5870,125,"MESOWEST","296364"
"H100F","Hanford 100F",-119.4520,46.6350,125,"MESOWEST","296365"
"HPN30","Falcon Heigh",-93.1799,44.9903,290,"MESOWEST","296366"
"H200E","Hanford 200",-119.5210,46.5560,207,"MESOWEST","296367"
"LANL1","LANLTA6",-106.3190,35.8614,2263,"MESOWEST","296368"
"HBVLY","Beverly",-119.9440,46.7520,169,"MESOWEST","296369"
"HHIDF","Integrated D",-119.5370,46.5484,221,"MESOWEST","296370"
"HPN39","Minneapolis",-93.2482,44.9629,257,"MESOWEST","296371"
"LAL10","TA54B",-106.2662,35.8464,2111,"MESOWEST","296372"
"LANL2","LANLTA54",-106.2233,35.8258,1996,"MESOWEST","296373"
"HHAMR","Hammer",-119.3260,46.3560,137,"MESOWEST","296375"
"HPN26","Bloomington",-93.3589,44.8038,247,"MESOWEST","296376"
"HARMY","Hanford Army",-119.5510,46.4890,172,"MESOWEST","296377"
"HRING","Ringold",-119.2380,46.5450,189,"MESOWEST","296378"
"H100K","Hanford 100K",-119.5780,46.6570,137,"MESOWEST","296379"
"HEOC","Hanford Emer",-119.5370,46.3920,378,"MESOWEST","296380"
"HPN05","Medina",-93.5695,45.0516,311,"MESOWEST","296382"
"LANL5","TA53",-106.2537,35.8701,2131,"MESOWEST","296384"
"HHMS","Hanford",-119.5990,46.5630,223,"MESOWEST","296385"
"HPN04","Hanover",-93.6343,45.1677,282,"MESOWEST","296386"
"LANL8","TA5MDCN",-106.2522,35.8597,2057,"MESOWEST","296387"
"LANL9","TA63",-106.2960,35.8603,2203,"MESOWEST","296388"
"LANL7","TA16B",-106.3503,35.8433,2320,"MESOWEST","296389"
"LANL4","TA49",-106.2993,35.8133,2147,"MESOWEST","296390"
"HPN10","Rockford",-93.7437,45.0969,289,"MESOWEST","296391"
"HPN31","Blaine",-93.2246,45.1654,273,"MESOWEST","296392"
"HPN24","Edina",-93.3567,44.8635,256,"MESOWEST","296395"
"HPN38","Eden Prairie",-93.4710,44.8320,275,"MESOWEST","296545"
"HPN42","Minneapolis-",-93.3029,45.0315,263,"MESOWEST","296547"
"HPN19","Greenfield",-93.6913,45.2034,331,"MESOWEST","296549"
"HPN02","Maple Grove",-93.4283,45.1182,279,"MESOWEST","296554"
"HPN08","Orono",-93.6201,44.9363,283,"MESOWEST","296557"
"HPN06","Minnetrista",-93.6844,44.9722,294,"MESOWEST","296559"
"HPN29","Rosemount",-93.0737,44.6902,290,"MESOWEST","296562"
"HPN11","Saint Bonifa",-93.7346,44.8979,287,"MESOWEST","296564"
"774SE","SCE-3609",-118.7842,34.0852,849,"MESOWEST","296573"
"775SE","SCE-3467",-117.2890,33.6540,446,"MESOWEST","296574"
"776SE","SCE-3450",-117.0875,33.5836,415,"MESOWEST","296575"
"G4640","GW4640 GAINE",-85.6047,36.3650,171,"MESOWEST","296576"
"AW439","N1OF FINDLAY",-83.6358,41.0468,240,"MESOWEST","296577"
"G4636","GW4636 WINTE",-81.6882,27.9510,44,"MESOWEST","296580"
"AW571","NK2J MESA",-111.6002,33.3260,439,"MESOWEST","296581"
"AW572","N5TUG JENKS",-95.9545,35.9843,239,"MESOWEST","296582"
"G4629","GW4629 LIVER",-105.4053,40.6957,2265,"MESOWEST","296584"
"F5750","FW5750 Knoxv",-84.2157,35.9202,264,"MESOWEST","296585"
"AW577","KQ4PPF OOLTE",-85.0712,35.0937,243,"MESOWEST","296586"
"G4652","GW4652 OREGO",-122.6243,45.3192,131,"MESOWEST","296587"
"G4639","GW4639 JACKS",-88.1600,43.3488,291,"MESOWEST","296588"
"G4642","GW4642 MC KE",-88.4942,36.1340,156,"MESOWEST","296589"
"G4654","GW4654 FREEP",-79.6402,40.7327,364,"MESOWEST","296590"
"G4641","GW4641 FLOWO",-89.9688,32.3700,99,"MESOWEST","296591"
"TCBM2","Tolchester B",-76.2450,39.2133,0,"MESOWEST","296629"
"MOA35","Auxvasse",-91.9986,39.0891,275,"MESOWEST","296631"
"WAHV2","Wachapreague",-75.6858,37.6078,0,"MESOWEST","296633"
"MOA38","Cardwell",-90.3110,36.0155,72,"MESOWEST","296639"
"MOA20","Lee Farm",-89.6145,36.3960,86,"MESOWEST","296645"
"TESL1","Berwick",-91.2376,29.6675,3,"MESOWEST","296650"
"CRYV2","South Craney",-76.3383,36.8883,0,"MESOWEST","296660"
"PCBF1","Panama City",-85.8780,30.2130,0,"MESOWEST","296663"
"RCMC1","Richmond",-122.4000,37.9283,0,"MESOWEST","296666"
"MOA45","Grain Valley",-94.2140,39.0150,252,"MESOWEST","296671"
"MOA40","Steele",-89.9257,36.1032,76,"MESOWEST","296678"
"MOA43","New Madrid",-89.5880,36.5770,91,"MESOWEST","296680"
"PTOA1","Pinto Island",-88.0311,30.6711,3,"MESOWEST","296688"
"BLTM3","Borden Flats",-71.1733,41.7050,-19,"MESOWEST","296694"
"HCGN7","USCG Station",-75.7042,35.2086,0,"MESOWEST","296696"
"MOA29","Alma",-93.5514,39.0992,247,"MESOWEST","296697"
"DPXC1","Davis Point",-122.2596,38.0567,0,"MESOWEST","296701"
"PCGT2","South Padre",-97.1767,26.0767,0,"MESOWEST","296702"
"MOA42","Sikeston",-89.6280,36.8760,91,"MESOWEST","296706"
"SJSN4","Ship John Sh",-75.3750,39.3050,0,"MESOWEST","296708"
"MOA37","Delta",-89.7287,37.2188,102,"MESOWEST","296709"
"MOA32","Trenton - Ba",-93.5760,40.0610,256,"MESOWEST","296710"
"CECC1","Crescent Cit",-124.1830,41.7450,0,"MESOWEST","296711"
"MOA34","Corning",-95.4830,40.2932,274,"MESOWEST","296715"
"MOA08","Novelty",-92.1900,40.0206,250,"MESOWEST","296716"
"ROBN4","Robbins Reef",-74.0650,40.6567,0,"MESOWEST","296725"
"CMTI2","Calumet Harb",-87.5384,41.7299,180,"MESOWEST","296726"
"CPTR1","Conimicut Li",-71.3433,41.7167,-20,"MESOWEST","296728"
"OSGN6","Oswego",-76.5118,43.4642,78,"MESOWEST","296731"
"DOMV2","Dominion Ter",-76.4242,36.9623,0,"MESOWEST","296732"
"MOA36","Columbia Sou",-92.2737,38.9045,252,"MESOWEST","296733"
"MOA41","Round Spring",-91.4121,37.2810,210,"MESOWEST","296734"
"MOA44","Springfield",-93.4400,37.1900,393,"MESOWEST","296735"
"MNMM4","Menominee",-87.5899,45.0959,177,"MESOWEST","296736"
"MOA39","Glennonville",-90.1259,36.5747,95,"MESOWEST","296737"
"MOA33","Ste. Genevie",-90.1320,37.9350,197,"MESOWEST","296739"
"COVM2","Cove Point L",-76.3855,38.4044,0,"MESOWEST","296743"
"RTYC1","Redwood City",-122.2100,37.5067,-1,"MESOWEST","296747"
"RTAT2","Port Aransas",-97.0733,27.8383,4,"MESOWEST","296750"
"LNDC1","Oakland Bert",-122.2881,37.7950,1,"MESOWEST","296751"
"PTBM6","Petit Bois I",-88.5000,30.2133,0,"MESOWEST","296756"
"A4970","Laconia Robb",-71.4983,43.5680,213,"MESOWEST","296757"
"BISM2","Bishops Head",-76.0383,38.2200,0,"MESOWEST","296758"
"VCAF1","Vaca Key",-81.1050,24.7117,1,"MESOWEST","296760"
"DELD1","Delaware Cit",-75.5883,39.5817,0,"MESOWEST","296761"
"ICAC1","Santa Monica",-118.5000,34.0083,0,"MESOWEST","296762"
"MRCP1","Marcus Hook",-75.4100,39.8117,-1,"MESOWEST","296764"
"MBPA1","Middle Bay P",-88.0866,30.5271,6,"MESOWEST","296765"
"MTKN6","Montauk",-71.9600,41.0483,0,"MESOWEST","296766"
"FSKM2","Francis Scot",-76.5283,39.2200,0,"MESOWEST","296767"
"CNDO1","Cleveland",-81.6355,41.5409,173,"MESOWEST","296768"
"FRVM3","Fall River",-71.1641,41.7043,-18,"MESOWEST","296769"
"PXOC1","Pier 1",-122.3930,37.7980,-1,"MESOWEST","296771"
"CFWM1","Cutler Farri",-67.2100,44.6567,0,"MESOWEST","296772"
"MGPT2","Morgans Poin",-94.9850,29.6817,2,"MESOWEST","296773"
"MNPV2","Money Point",-76.3017,36.7783,0,"MESOWEST","296776"
"FPKG1","Fort Pulaski",-80.9017,32.0333,3,"MESOWEST","296777"
"CHYV2","Cape Henry",-76.0067,36.9300,0,"MESOWEST","296779"
"BDRN4","Burlington",-74.8697,40.0817,2,"MESOWEST","296781"
"PORT2","Port Arthur",-93.9300,29.8667,3,"MESOWEST","296783"
"NBLP1","Newbold",-74.7517,40.1367,11,"MESOWEST","296787"
"NWHC3","New Haven",-72.9083,41.2833,0,"MESOWEST","296789"
"OPTF1","Old Port Tam",-82.5527,27.8578,0,"MESOWEST","296792"
"PPXC1","Point Potrer",-122.3650,37.9058,3,"MESOWEST","296796"
"IRDT2","S. Bird Isla",-97.3200,27.4800,0,"MESOWEST","296798"
"CAPL1","Calcasieu Pa",-93.3429,29.7682,0,"MESOWEST","296799"
"PTCR1","Potter Cove",-71.3393,41.6372,-15,"MESOWEST","296806"
"FRDW1","Friday Harbo",-123.0100,48.5467,27,"MESOWEST","296808"
"WDSV2","Willoughby D",-76.3217,36.9817,0,"MESOWEST","296811"
"NIAN6","Niagara Inta",-79.0139,43.0770,179,"MESOWEST","296812"
"BRND1","Brandywine S",-75.1133,38.9867,0,"MESOWEST","296820"
"EPTT2","Eagle Point",-94.9183,29.4800,0,"MESOWEST","296833"
"BFTN7","Beaufort",-76.6700,34.7200,1,"MESOWEST","296835"
"QPTR1","Quonset Poin",-71.4110,41.5868,-18,"MESOWEST","296836"
"TCMW1","Tacoma MET",-122.4178,47.2758,0,"MESOWEST","296840"
"CAMM2","Cambridge",-76.0683,38.5733,2,"MESOWEST","296844"
"PILL1","Pilottown",-89.2583,29.1783,1,"MESOWEST","296846"
"MZXC1","Martinez-Amo",-122.1252,38.0346,0,"MESOWEST","296850"
"WLON7","Wilmington",-77.9533,34.2267,-1,"MESOWEST","296851"
"PMAF1","Port Manatee",-82.5621,27.6387,0,"MESOWEST","296853"
"PTAW1","Port Angeles",-123.4400,48.1250,0,"MESOWEST","296858"
"AGXC1","Angels Gate",-118.2461,33.7158,2,"MESOWEST","296863"
"PSTL1","Pilots Stati",-89.4075,28.9322,0,"MESOWEST","296865"
"MCGA1","Coast Guard",-88.0583,30.6483,4,"MESOWEST","296872"
"LDTM4","Ludington",-86.4416,43.9474,180,"MESOWEST","296876"
"CKYF1","Cedar Key",-83.0317,29.1350,7,"MESOWEST","296883"
"PFXC1","Los Angeles",-118.2680,33.7483,7,"MESOWEST","296887"
"CHCM2","Chesapeake C",-75.8100,39.5267,3,"MESOWEST","296890"
"DILA1","Dauphin Isla",-88.0750,30.2500,0,"MESOWEST","296892"
"MYPF1","Mayport (Bar",-81.4300,30.3967,0,"MESOWEST","296897"
"FTGM4","Fort Gratiot",-82.4225,43.0070,180,"MESOWEST","296899"
"NTKM3","Nantucket Is",-70.0967,41.2850,1,"MESOWEST","296905"
"LPNM4","Alpena",-83.4286,45.0630,179,"MESOWEST","296907"
"MRHO1","Marblehead",-82.7314,41.5436,174,"MESOWEST","296913"
"FRWL1","Freshwater C",-92.3050,29.5550,0,"MESOWEST","296915"
"KWNW3","Kewaunee MET",-87.4957,44.4650,178,"MESOWEST","296988"
"SDRT2","Seadrift",-96.7117,28.4083,3,"MESOWEST","296990"
"JMPN7","Wrightsville",-77.7867,34.2133,0,"MESOWEST","296992"
"PTWW1","Port Townsen",-122.7580,48.1117,0,"MESOWEST","296995"
"KYWF1","Key West",-81.8079,24.5557,0,"MESOWEST","296997"
"WPTW1","Westport",-124.1051,46.9043,3,"MESOWEST","297001"
"BZBM3","Woods Hole",-70.6717,41.5233,0,"MESOWEST","297002"
"TOKW1","Toke Point",-123.9669,46.7075,2,"MESOWEST","297005"
"DUKN7","Duck",-75.7467,36.1833,0,"MESOWEST","297006"
"THRO1","Toledo",-83.4723,41.6936,173,"MESOWEST","297009"
"HRBM4","Harbor Beach",-82.6431,43.8462,179,"MESOWEST","297012"
"VAKF1","Virginia Key",-80.1618,25.7314,0,"MESOWEST","297013"
"CHTS1","Charleston",-79.9250,32.7817,3,"MESOWEST","297015"
"PORO3","Port Orford",-124.4983,42.7390,0,"MESOWEST","297022"
"FMRF1","Fort Myers",-81.8712,26.6477,0,"MESOWEST","297023"
"ATGM1","Bar Harbor",-68.2050,44.3917,6,"MESOWEST","297024"
"MACM4","Mackinaw Cit",-84.7253,45.7778,177,"MESOWEST","297026"
"DULM5","Duluth",-92.0920,46.7757,185,"MESOWEST","297028"
"SHBL1","Shell Beach",-89.6733,29.8681,0,"MESOWEST","297029"
"OBLA1","Mobile State",-88.0433,30.7083,6,"MESOWEST","297037"
"BRHC3","Bridgeport",-73.1817,41.1733,0,"MESOWEST","297039"
"FRDF1","Fernandina B",-81.4650,30.6717,1,"MESOWEST","297043"
